id;project;vertices;edges;age_days;developers;distinct_operations;commits
817;square/retrofit;3;2;223;2;1;2
819;square/retrofit;3;2;223;2;1;2
820;square/retrofit;3;2;312;2;2;2
825;square/retrofit;2;2;104;2;2;2
826;square/retrofit;2;2;104;2;2;2
832;square/retrofit;4;3;104;2;2;3
1;airbnb/lottie-android;3;2;748;1;1;2
2;airbnb/lottie-android;4;3;1076;2;2;3
3;airbnb/lottie-android;3;2;1076;1;2;2
8;airbnb/lottie-android;7;6;519;1;3;2
9;airbnb/lottie-android;3;2;903;2;2;2
20;airbnb/lottie-android;4;3;475;1;2;3
21;airbnb/lottie-android;3;3;1013;2;3;3
22;airbnb/lottie-android;6;5;725;3;1;5
23;airbnb/lottie-android;4;3;20;2;1;2
24;airbnb/lottie-android;3;2;410;1;2;2
25;airbnb/lottie-android;9;8;950;2;4;4
27;airbnb/lottie-android;4;3;503;2;2;3
28;airbnb/lottie-android;5;4;308;1;2;3
29;airbnb/lottie-android;4;3;503;2;2;3
30;airbnb/lottie-android;4;3;503;2;2;3
34;airbnb/lottie-android;17;16;420;3;5;4
41;airbnb/lottie-android;3;2;381;2;1;2
49;airbnb/lottie-android;4;3;330;1;2;2
55;airbnb/lottie-android;3;2;147;1;1;2
58;airbnb/lottie-android;3;2;400;1;1;2
65;airbnb/lottie-android;3;2;147;1;1;2
71;airbnb/lottie-android;4;3;11;1;2;2
80;airbnb/lottie-android;5;5;521;3;5;5
88;airbnb/lottie-android;3;2;59;2;2;2
91;airbnb/lottie-android;3;2;169;1;1;2
98;airbnb/lottie-android;4;3;0;2;2;3
100;airbnb/lottie-android;3;3;346;2;1;3
102;airbnb/lottie-android;3;2;6;2;2;2
107;airbnb/lottie-android;4;3;329;2;2;3
109;airbnb/lottie-android;3;2;6;2;2;2
111;airbnb/lottie-android;3;2;141;2;2;2
113;airbnb/lottie-android;3;2;6;1;2;2
114;airbnb/lottie-android;3;2;0;2;2;2
119;airbnb/lottie-android;3;2;0;2;2;2
121;airbnb/lottie-android;3;2;6;1;2;2
122;airbnb/lottie-android;3;2;141;2;2;2
123;airbnb/lottie-android;3;2;141;2;1;2
125;airbnb/lottie-android;3;2;6;1;2;2
134;airbnb/lottie-android;3;2;6;2;2;2
136;airbnb/lottie-android;3;2;6;2;2;2
137;airbnb/lottie-android;3;2;6;2;2;2
143;airbnb/lottie-android;3;2;6;2;2;2
146;airbnb/lottie-android;3;2;6;2;2;2
147;airbnb/lottie-android;3;2;6;2;2;2
154;airbnb/lottie-android;3;2;6;2;2;2
161;airbnb/lottie-android;6;5;329;3;4;3
163;airbnb/lottie-android;3;3;326;2;3;2
190;airbnb/lottie-android;4;3;315;3;2;3
199;airbnb/lottie-android;21;20;304;2;4;7
200;airbnb/lottie-android;5;4;410;3;2;4
205;airbnb/lottie-android;3;2;38;2;2;2
207;airbnb/lottie-android;4;4;141;2;1;4
208;airbnb/lottie-android;2;2;11;1;1;2
209;airbnb/lottie-android;2;2;11;1;1;2
212;airbnb/lottie-android;3;2;27;1;2;2
213;airbnb/lottie-android;3;3;227;2;2;2
217;airbnb/lottie-android;4;3;301;2;2;3
218;airbnb/lottie-android;4;3;301;2;2;3
219;airbnb/lottie-android;30;29;301;3;4;5
220;airbnb/lottie-android;4;3;301;2;2;3
221;airbnb/lottie-android;3;3;301;2;2;3
224;airbnb/lottie-android;2;2;205;2;1;2
225;airbnb/lottie-android;3;2;188;2;1;2
228;airbnb/lottie-android;5;4;302;2;2;4
231;airbnb/lottie-android;5;4;301;2;2;4
232;airbnb/lottie-android;5;4;301;3;2;4
234;airbnb/lottie-android;5;4;302;2;2;4
236;airbnb/lottie-android;4;3;301;2;2;3
238;airbnb/lottie-android;3;2;161;2;1;2
241;airbnb/lottie-android;5;4;302;2;2;4
246;airbnb/lottie-android;6;5;301;2;2;4
248;airbnb/lottie-android;5;4;302;2;2;4
249;airbnb/lottie-android;5;4;302;2;2;4
252;airbnb/lottie-android;3;2;62;1;2;2
257;airbnb/lottie-android;4;3;301;2;2;3
260;airbnb/lottie-android;3;2;188;2;1;2
261;airbnb/lottie-android;5;4;302;2;2;4
269;airbnb/lottie-android;6;5;302;2;3;5
271;airbnb/lottie-android;5;4;301;3;2;4
272;airbnb/lottie-android;4;3;301;2;2;3
274;airbnb/lottie-android;13;12;301;3;4;6
278;airbnb/lottie-android;4;3;301;2;2;3
279;airbnb/lottie-android;5;4;302;2;2;4
282;airbnb/lottie-android;4;3;301;2;2;3
283;airbnb/lottie-android;4;3;301;2;2;3
285;airbnb/lottie-android;5;4;302;2;2;4
289;airbnb/lottie-android;4;3;131;3;1;3
290;airbnb/lottie-android;4;3;3;2;1;3
306;airbnb/lottie-android;4;3;20;2;3;3
307;airbnb/lottie-android;3;2;12;2;1;2
308;airbnb/lottie-android;3;2;12;2;1;2
313;airbnb/lottie-android;3;2;12;2;1;2
314;airbnb/lottie-android;3;2;5;2;1;2
315;airbnb/lottie-android;3;2;14;2;1;2
322;airbnb/lottie-android;3;2;3;1;1;2
328;airbnb/lottie-android;3;2;11;2;1;2
331;airbnb/lottie-android;3;3;25;2;2;3
334;airbnb/lottie-android;3;2;3;2;1;2
335;airbnb/lottie-android;3;2;3;2;1;2
337;airbnb/lottie-android;3;2;3;2;1;2
340;airbnb/lottie-android;3;2;10;1;2;2
341;airbnb/lottie-android;3;2;14;2;1;2
353;airbnb/lottie-android;3;2;22;1;2;2
354;airbnb/lottie-android;18;17;3;2;4;2
358;airbnb/lottie-android;5;4;127;2;2;4
359;airbnb/lottie-android;3;2;16;2;1;2
361;airbnb/lottie-android;4;3;127;2;2;3
362;airbnb/lottie-android;2;2;1;2;2;2
363;airbnb/lottie-android;3;2;21;2;1;2
364;airbnb/lottie-android;4;3;15;2;1;3
368;airbnb/lottie-android;4;3;21;2;1;3
369;airbnb/lottie-android;5;4;127;3;2;4
370;airbnb/lottie-android;3;2;16;2;1;2
371;airbnb/lottie-android;3;2;16;2;1;2
379;airbnb/lottie-android;8;7;9;3;2;3
380;airbnb/lottie-android;3;2;1;1;2;2
381;airbnb/lottie-android;3;4;8;2;2;2
382;airbnb/lottie-android;3;2;1;1;2;2
383;airbnb/lottie-android;3;2;1;1;2;2
385;airbnb/lottie-android;3;2;1;1;2;2
386;airbnb/lottie-android;2;2;1;1;2;2
387;airbnb/lottie-android;2;2;8;2;2;2
397;airbnb/lottie-android;6;6;0;2;3;2
447;airbnb/lottie-android;5;4;96;2;2;4
449;airbnb/lottie-android;3;2;96;2;2;2
450;airbnb/lottie-android;3;3;96;2;2;3
451;airbnb/lottie-android;4;3;94;2;1;3
452;airbnb/lottie-android;3;2;102;1;2;2
453;airbnb/lottie-android;3;2;102;1;2;2
462;airbnb/lottie-android;4;3;25;2;3;3
464;airbnb/lottie-android;3;2;8;2;1;2
466;airbnb/lottie-android;4;3;40;1;1;3
468;airbnb/lottie-android;4;3;40;1;1;3
471;airbnb/lottie-android;3;2;8;2;1;2
472;airbnb/lottie-android;4;3;40;1;1;3
474;airbnb/lottie-android;3;2;8;2;1;2
475;airbnb/lottie-android;3;2;2;1;1;2
476;airbnb/lottie-android;3;3;1;2;2;3
478;airbnb/lottie-android;3;2;1;1;1;2
482;airbnb/lottie-android;3;3;37;1;2;3
483;airbnb/lottie-android;3;2;1;2;2;2
506;airbnb/lottie-android;3;2;36;2;2;2
532;airbnb/lottie-android;3;2;17;2;2;2
543;airbnb/lottie-android;3;2;15;1;1;2
544;airbnb/lottie-android;3;2;15;1;1;2
545;airbnb/lottie-android;8;7;30;1;2;3
551;airbnb/lottie-android;3;2;1;1;2;2
571;airbnb/lottie-android;3;2;14;1;2;2
576;airbnb/lottie-android;3;2;4;1;2;2
589;airbnb/lottie-android;3;2;0;1;2;2
591;airbnb/lottie-android;3;2;0;1;2;2
592;airbnb/lottie-android;3;2;0;1;2;2
595;airbnb/lottie-android;3;2;0;1;2;2
596;airbnb/lottie-android;3;2;0;1;2;2
597;airbnb/lottie-android;7;6;3;1;3;4
598;airbnb/lottie-android;3;2;0;1;2;2
599;airbnb/lottie-android;3;2;0;1;2;2
600;airbnb/lottie-android;3;2;0;1;2;2
601;airbnb/lottie-android;4;3;3;1;2;3
602;airbnb/lottie-android;3;2;0;1;2;2
606;airbnb/lottie-android;3;2;0;1;2;2
607;airbnb/lottie-android;3;2;0;1;2;2
608;airbnb/lottie-android;3;2;0;1;2;2
610;airbnb/lottie-android;3;2;0;1;2;2
612;airbnb/lottie-android;3;2;0;1;2;2
614;airbnb/lottie-android;3;2;0;1;2;2
615;airbnb/lottie-android;3;2;0;1;2;2
616;airbnb/lottie-android;4;3;3;1;2;3
617;airbnb/lottie-android;3;2;0;1;2;2
618;airbnb/lottie-android;4;3;3;1;2;3
620;airbnb/lottie-android;3;2;0;1;2;2
621;airbnb/lottie-android;3;2;0;1;2;2
622;airbnb/lottie-android;3;2;0;1;2;2
626;airbnb/lottie-android;4;3;3;1;2;3
627;airbnb/lottie-android;4;3;3;1;2;3
628;airbnb/lottie-android;3;2;0;1;2;2
629;airbnb/lottie-android;3;2;0;1;2;2
630;airbnb/lottie-android;3;2;0;1;2;2
631;airbnb/lottie-android;3;2;0;1;2;2
632;airbnb/lottie-android;3;2;0;1;2;2
633;airbnb/lottie-android;3;2;0;1;2;2
635;airbnb/lottie-android;3;2;0;1;2;2
637;airbnb/lottie-android;3;2;0;1;2;2
638;airbnb/lottie-android;4;3;3;1;2;3
640;airbnb/lottie-android;3;2;0;1;2;2
641;airbnb/lottie-android;3;2;0;1;2;2
645;airbnb/lottie-android;3;2;0;1;2;2
646;airbnb/lottie-android;3;2;0;1;2;2
648;airbnb/lottie-android;3;2;0;1;2;2
649;airbnb/lottie-android;3;2;0;1;2;2
653;airbnb/lottie-android;3;2;0;1;2;2
654;airbnb/lottie-android;3;2;0;1;2;2
655;airbnb/lottie-android;4;3;3;1;2;3
658;airbnb/lottie-android;3;2;0;1;2;2
661;airbnb/lottie-android;3;2;3;1;1;2
671;airbnb/lottie-android;3;2;3;1;1;2
672;airbnb/lottie-android;3;2;3;1;1;2
689;airbnb/lottie-android;3;2;0;2;1;2
690;airbnb/lottie-android;6;5;1;2;3;3
691;airbnb/lottie-android;3;2;1;2;2;2
693;airbnb/lottie-android;5;4;1;1;1;4
694;airbnb/lottie-android;5;4;1;1;1;4
695;airbnb/lottie-android;5;4;1;1;1;4
696;airbnb/lottie-android;4;3;1;1;1;3
697;airbnb/lottie-android;5;4;1;1;1;4
698;airbnb/lottie-android;6;5;1;1;1;5
699;airbnb/lottie-android;5;4;1;1;1;4
700;airbnb/lottie-android;3;2;1;1;1;2
702;airbnb/lottie-android;3;2;1;1;1;2
703;airbnb/lottie-android;3;2;1;1;1;2
704;airbnb/lottie-android;3;2;1;1;1;2
707;airbnb/lottie-android;8;7;1;1;2;2
708;airbnb/lottie-android;5;4;1;1;2;3
711;airbnb/lottie-android;3;2;1;1;1;2
713;airbnb/lottie-android;3;2;0;1;1;2
720;airbnb/lottie-android;3;2;0;1;2;2
721;airbnb/lottie-android;3;2;0;1;1;2
722;airbnb/lottie-android;3;2;0;1;1;2
728;airbnb/lottie-android;3;2;0;1;1;2
730;airbnb/lottie-android;3;2;0;1;1;2
732;airbnb/lottie-android;3;2;0;1;1;2
737;airbnb/lottie-android;3;2;0;1;1;2
740;airbnb/lottie-android;3;2;0;1;1;2
742;airbnb/lottie-android;3;2;0;1;2;2
743;airbnb/lottie-android;3;2;0;1;2;2
744;airbnb/lottie-android;3;2;0;1;2;2
745;airbnb/lottie-android;3;2;0;1;2;2
747;airbnb/lottie-android;3;2;0;1;2;2
749;airbnb/lottie-android;3;2;0;1;1;2
754;airbnb/lottie-android;3;2;0;1;2;2
